atom_id,molecule_id,element,atype,charge
d20_15,d20,o,40,-0.381
d20_16,d20,o,40,-0.382
d20_17,d20,h,3,0.149
d20_18,d20,h,3,0.149
d20_19,d20,h,3,0.149
d20_2,d20,c,22,-0.111
d20_20,d20,h,3,0.149
d20_21,d20,h,3,0.149
d20_22,d20,h,3,0.149
d20_23,d20,h,3,0.069
d20_24,d20,h,3,0.069
d20_25,d20,c,19,0.448
d20_26,d20,n,31,-0.482
d20_3,d20,c,22,-0.111
d20_4,d20,c,29,0.019
d20_5,d20,c,22,-0.111
d20_6,d20,c,22,-0.111
d20_7,d20,c,22,-0.111
d20_8,d20,c,22,-0.111
d20_9,d20,c,22,-0.111
d21_1,d21,c,22,-0.12
d21_10,d21,h,3,0.14
d21_11,d21,c,29,0.01
d21_12,d21,c,22,-0.12
d21_13,d21,c,22,-0.12
d21_14,d21,c,22,-0.12
d21_15,d21,c,22,-0.12
d21_16,d21,c,22,-0.12
d21_17,d21,h,3,0.14
d21_18,d21,h,3,0.14
d21_19,d21,h,3,0.14
d21_2,d21,c,22,-0.12
d21_20,d21,h,3,0.14
d21_21,d21,n,38,0.81
d21_22,d21,n,38,0.81
d21_23,d21,o,40,-0.39
d21_24,d21,o,40,-0.39
d21_25,d21,o,40,-0.39
d21_26,d21,o,40,-0.39
d21_3,d21,c,22,-0.12
d21_4,d21,c,29,0.01
d21_5,d21,c,22,-0.12
d21_6,d21,c,22,-0.12
d21_7,d21,h,3,0.14
d21_8,d21,h,3,0.14
d21_9,d21,h,3,0.14
d22_1,d22,c,22,-0.111
d22_10,d22,c,22,-0.111
d22_11,d22,c,22,-0.111
d22_12,d22,c,29,0.019
d22_13,d22,c,10,0.019
d22_14,d22,i,95,-0.031
d22_15,d22,n,38,0.818
d22_16,d22,o,40,-0.382
d22_17,d22,o,40,-0.382
d22_18,d22,h,3,0.148
d22_19,d22,h,3,0.149
d22_2,d22,c,22,-0.111
d22_20,d22,h,3,0.149
d22_21,d22,h,3,0.149
d22_22,d22,h,3,0.148
d22_23,d22,h,3,0.149
d22_24,d22,h,3,0.069
d22_25,d22,h,3,0.069
d22_3,d22,c,22,-0.111
d22_4,d22,c,29,0.019
d22_5,d22,c,22,-0.111
d22_6,d22,c,22,-0.111
d22_7,d22,c,22,-0.111
d22_8,d22,c,22,-0.111
d22_9,d22,c,22,-0.111
d23_1,d23,c,22,-0.115
d23_10,d23,c,22,-0.115
d23_11,d23,c,22,-0.115
d23_12,d23,c,27,0.015
d23_13,d23,c,27,-0.085
d23_14,d23,c,25,-0.085
d23_15,d23,c,22,-0.115
d23_16,d23,c,22,-0.115
d23_17,d23,c,22,-0.115
d23_18,d23,c,26,-0.085
d23_19,d23,c,21,-0.115
d23_2,d23,c,22,-0.115
d23_20,d23,c,21,0.015
d23_21,d23,h,3,0.144
d23_22,d23,h,3,0.144
d23_23,d23,h,3,0.144
d23_24,d23,h,3,0.145
d23_25,d23,h,3,0.145
d23_26,d23,h,3,0.145
d23_27,d23,h,3,0.145
d23_28,d23,h,3,0.144
d23_29,d23,h,3,0.144
d23_3,d23,c,22,-0.115
d23_30,d23,h,3,0.144
d23_31,d23,h,3,0.144
d23_32,d23,n,38,0.814
d23_33,d23,o,40,-0.386
d23_34,d23,o,40,-0.386
d23_4,d23,c,27,-0.085
d23_5,d23,c,27,0.015
d23_6,d23,c,22,-0.115
d23_7,d23,c,195,0.015
d23_8,d23,c,27,-0.085
d23_9,d23,c,22,-0.115
d24_1,d24,c,22,-0.111
d24_10,d24,c,22,-0.111
d24_11,d24,c,27,0.019
d24_12,d24,c,27,-0.081
d24_13,d24,h,3,0.149
d24_14,d24,h,3,0.149
d24_15,d24,c,22,-0.111
d24_16,d24,c,22,-0.111
d24_17,d24,c,27,0.019
d24_18,d24,c,27,-0.081
d24_19,d24,h,3,0.149
d24_2,d24,c,22,-0.111
d24_20,d24,h,3,0.149
d24_21,d24,c,22,-0.111
d24_22,d24,c,22,-0.111
d24_23,d24,c,27,0.019
d24_24,d24,c,27,-0.081
d24_25,d24,h,3,0.149
d24_26,d24,c,22,-0.111
d24_27,d24,c,22,-0.111
d24_28,d24,c,27,0.019
d24_29,d24,c,27,-0.081
d24_3,d24,c,27,0.019
d24_30,d24,h,3,0.15
d24_31,d24,h,3,0.15
d24_32,d24,c,22,-0.111
d24_33,d24,c,22,-0.111
d24_34,d24,h,3,0.15
d24_35,d24,h,3,0.149
d24_36,d24,n,38,0.82
d24_37,d24,o,40,-0.38
d24_38,d24,o,40,-0.38
d24_4,d24,c,27,-0.081
d24_5,d24,c,27,-0.081
d24_6,d24,c,27,0.019
d24_7,d24,h,3,0.15
d24_8,d24,h,3,0.15
d24_9,d24,c,22,-0.111
d25_1,d25,c,22,-0.119
d25_10,d25,c,22,-0.119
d25_11,d25,c,22,-0.119
d25_12,d25,c,29,0.011
d25_13,d25,c,10,0.011
d25_14,d25,o,45,-0.638
d25_15,d25,n,38,0.812
d25_16,d25,o,40,-0.388
d25_17,d25,o,40,-0.389
d25_18,d25,h,3,0.141
d25_19,d25,h,3,0.141
d25_2,d25,c,22,-0.119
d25_20,d25,h,3,0.141
d25_21,d25,h,3,0.141
d25_22,d25,h,3,0.141
d25_23,d25,h,3,0.141
d25_24,d25,h,8,0.412
d25_25,d25,h,3,0.061
d25_26,d25,h,3,0.061
d25_3,d25,c,22,-0.119
d25_4,d25,c,29,0.011
d25_5,d25,c,22,-0.119
d25_6,d25,c,22,-0.119
d25_7,d25,c,22,-0.119
d25_8,d25,c,22,-0.119
d25_9,d25,c,22,0.261
d26_1,d26,c,22,-0.093
d26_10,d26,c,93,-0.163
d26_11,d26,n,38,0.836
d26_12,d26,n,38,0.836
d26_13,d26,o,40,-0.363
d26_14,d26,o,40,-0.363
d26_15,d26,o,40,-0.363
d26_16,d26,o,40,-0.363
d26_2,d26,c,22,-0.093
d26_3,d26,c,22,-0.093
d26_4,d26,c,22,-0.093
d26_5,d26,c,22,-0.093
d26_6,d26,c,22,-0.093
d26_7,d26,h,3,0.167
d26_8,d26,h,3,0.167
d26_9,d26,h,3,0.167
d27_1,d27,c,22,-0.114
d27_10,d27,h,3,0.145
d27_11,d27,c,22,-0.114
d27_12,d27,c,27,0.016
d27_13,d27,c,195,-0.084
d27_14,d27,c,195,-0.084
d27_15,d27,h,3,0.145
d27_16,d27,c,22,-0.114
d27_17,d27,c,22,-0.114
d27_18,d27,c,27,0.016
d27_19,d27,c,27,-0.084
d27_2,d27,c,22,-0.114
d27_20,d27,h,3,0.145
d27_21,d27,h,3,0.145
d27_22,d27,c,27,0.016
d27_23,d27,c,22,-0.114
d27_24,d27,c,22,-0.114
d27_25,d27,h,3,0.145
d27_26,d27,h,3,0.145
d27_27,d27,c,22,-0.114
d27_28,d27,c,22,-0.114
d27_29,d27,c,22,-0.114
d27_3,d27,c,27,0.016
d27_30,d27,h,3,0.145
d27_31,d27,h,3,0.145
d27_32,d27,n,38,0.815
d27_33,d27,o,40,-0.385
d27_34,d27,o,40,-0.385
d27_4,d27,c,27,-0.084
d27_5,d27,c,22,-0.114
d27_6,d27,c,22,-0.114
d27_7,d27,h,3,0.145
d27_8,d27,h,3,0.145
d27_9,d27,h,3,0.145
d28_1,d28,c,22,-0.118
d28_10,d28,c,22,-0.118
d28_11,d28,c,22,-0.118
d28_12,d28,c,29,0.012
d28_13,d28,c,10,0.012
d28_14,d28,n,38,0.811
d28_15,d28,o,40,-0.389
d28_16,d28,o,40,-0.389
d28_17,d28,f,92,-0.289
d28_18,d28,h,3,0.141
d28_19,d28,h,3,0.141
d28_2,d28,c,22,-0.118
d28_20,d28,h,3,0.142
d28_21,d28,h,3,0.141
d28_22,d28,h,3,0.141
d28_23,d28,h,3,0.141
d28_24,d28,h,3,0.062
d28_25,d28,h,3,0.062
d28_3,d28,c,22,-0.118
d28_4,d28,c,29,0.012
d28_5,d28,c,22,-0.118
d28_6,d28,c,22,-0.118
d28_7,d28,c,22,-0.118
d28_8,d28,c,22,-0.118
d28_9,d28,c,22,0.311
d29_1,d29,c,22,-0.106
d29_10,d29,c,22,-0.106
d29_11,d29,c,22,-0.106
d29_12,d29,c,29,0.024
d29_13,d29,c,230,0.194
d29_14,d29,n,38,0.823
d29_15,d29,o,40,-0.376
d29_16,d29,o,40,-0.377
d29_17,d29,n,38,0.823
d29_18,d29,o,40,-0.376
d29_19,d29,o,40,-0.376
d29_2,d29,c,22,-0.106
d29_20,d29,n,38,0.823
d29_21,d29,o,40,-0.377
d29_22,d29,o,40,-0.377
d29_23,d29,f,92,-0.276
d29_24,d29,h,3,0.154
d29_25,d29,h,3,0.154
d29_26,d29,h,3,0.154
d29_27,d29,h,3,0.154
d29_28,d29,h,3,0.154
d29_29,d29,h,3,0.114
d29_3,d29,c,22,-0.106
d29_4,d29,c,29,0.024
d29_5,d29,c,22,-0.106
d29_6,d29,c,22,-0.106
d29_7,d29,c,22,-0.106
d29_8,d29,c,22,-0.106
d29_9,d29,c,22,-0.106
d2_1,d2,c,22,-0.097
d2_10,d2,n,35,-0.738
d2_11,d2,c,22,0.282
d2_12,d2,c,22,-0.097
d2_13,d2,c,22,-0.097
d2_14,d2,h,3,0.163
d2_15,d2,h,3,0.163
d2_16,d2,h,3,0.163
d2_17,d2,n,38,0.832
d2_18,d2,o,40,-0.368
d2_19,d2,o,40,-0.368
d2_2,d2,c,22,-0.097
d2_3,d2,c,27,-0.067
d2_4,d2,c,27,0.033
d2_5,d2,c,22,-0.097
d2_6,d2,c,22,-0.097
d2_7,d2,h,3,0.162
d2_8,d2,h,3,0.162
d2_9,d2,h,3,0.163
d30_1,d30,c,22,-0.115
d30_10,d30,c,26,-0.085
d30_11,d30,c,22,-0.115
d30_12,d30,c,27,0.015
d30_13,d30,c,27,0.015
d30_14,d30,c,22,-0.115
d30_15,d30,c,22,-0.115
d30_16,d30,c,22,-0.115
d30_17,d30,c,22,-0.115
d30_18,d30,c,22,-0.115
d30_19,d30,c,21,0.015
d30_2,d30,c,22,-0.115
d30_20,d30,c,21,-0.085
d30_21,d30,h,3,0.145
d30_22,d30,h,3,0.145
d30_23,d30,h,3,0.144
d30_24,d30,h,3,0.145
d30_25,d30,h,3,0.144
d30_26,d30,h,3,0.144
d30_27,d30,h,3,0.144
d30_28,d30,h,3,0.144
d30_29,d30,h,3,0.144
d30_3,d30,c,27,-0.085
d30_30,d30,h,3,0.144
d30_31,d30,h,3,0.115
d30_32,d30,n,38,0.814
d30_33,d30,o,40,-0.386
d30_34,d30,o,40,-0.386
d30_4,d30,c,27,-0.085
d30_5,d30,c,26,-0.085
d30_6,d30,c,22,-0.115
d30_7,d30,c,27,-0.085
d30_8,d30,c,27,0.015
d30_9,d30,c,22,-0.115
d31_1,d31,c,22,-0.118
d31_10,d31,c,22,-0.118
d31_11,d31,c,22,-0.118
d31_12,d31,c,22,-0.118
d31_13,d31,c,29,0.012
d31_14,d31,h,3,0.142
d31_15,d31,c,28,0.012
d31_16,d31,c,28,0.012
d31_17,d31,c,22,-0.118
d31_18,d31,c,22,-0.118
d31_19,d31,c,22,-0.118
d31_2,d31,c,22,-0.118
d31_20,d31,c,22,-0.118
d31_21,d31,h,3,0.142
d31_22,d31,h,3,0.142
d31_23,d31,h,3,0.142
d31_24,d31,n,38,0.812
d31_25,d31,n,38,0.812
d31_26,d31,o,40,-0.388
d31_27,d31,o,40,-0.388
d31_28,d31,o,40,-0.388
d31_29,d31,o,40,-0.388
d31_3,d31,c,27,0.012
d31_30,d31,h,3,0.142
d31_4,d31,c,27,-0.088
d31_5,d31,c,28,0.012
d31_6,d31,c,22,-0.118
d31_7,d31,h,3,0.142
d31_8,d31,h,3,0.142
d31_9,d31,h,3,0.142
d32_1,d32,c,22,-0.113
d32_10,d32,c,29,0.017
d32_11,d32,c,22,-0.113
d32_12,d32,c,22,-0.113
d32_13,d32,c,22,-0.113
d32_14,d32,c,22,-0.113
d32_15,d32,c,22,-0.113
d32_16,d32,h,3,0.147
d32_17,d32,h,3,0.147
d32_18,d32,h,3,0.147
d32_19,d32,n,38,0.818
d32_2,d32,c,22,-0.113
d32_20,d32,n,38,0.818
d32_21,d32,n,38,0.818
d32_22,d32,n,38,0.818
d32_23,d32,o,40,-0.382
d32_24,d32,o,40,-0.382
d32_25,d32,o,40,-0.382
d32_26,d32,o,40,-0.383
d32_27,d32,o,40,-0.383
d32_28,d32,o,40,-0.382
d32_29,d32,o,40,-0.382
d32_3,d32,c,22,-0.113
d32_30,d32,o,40,-0.382
d32_4,d32,c,29,0.017
d32_5,d32,c,22,-0.113
d32_6,d32,c,22,-0.113
d32_7,d32,h,3,0.147
d32_8,d32,h,3,0.147
d32_9,d32,h,3,0.147
d33_1,d33,c,22,-0.127
d33_10,d33,c,22,-0.127
d33_11,d33,c,22,-0.127
d33_12,d33,c,22,0.203
d33_13,d33,c,22,-0.127
d33_14,d33,c,22,-0.127
d33_15,d33,c,29,0.003
d33_16,d33,h,3,0.133
d33_17,d33,h,3,0.133
d33_18,d33,h,3,0.133
d33_19,d33,c,10,0.003
d33_2,d33,c,22,-0.127
d33_20,d33,h,3,0.053
d33_21,d33,h,3,0.053
d33_22,d33,n,38,0.802
d33_23,d33,o,40,-0.398
d33_24,d33,o,40,-0.397
d33_25,d33,n,32,-0.398
d33_26,d33,c,14,0.602
d33_27,d33,c,232,1.002
d33_28,d33,f,92,-0.297
d33_29,d33,f,92,-0.297
d33_3,d33,c,22,-0.127
d33_30,d33,f,92,-0.297
d33_31,d33,h,1,0.253
d33_32,d33,o,40,-0.548
d33_4,d33,c,29,0.003
d33_5,d33,c,22,-0.127
d33_6,d33,c,22,-0.127
d33_7,d33,h,3,0.133
d33_8,d33,h,3,0.133
d33_9,d33,h,3,0.133
d34_1,d34,c,22,-0.123
d34_10,d34,h,3,0.136
d34_11,d34,c,22,-0.123
d34_12,d34,c,22,-0.123
d34_13,d34,c,22,-0.123
d34_14,d34,c,22,-0.123
d34_15,d34,h,3,0.137
d34_16,d34,h,3,0.137
d34_17,d34,h,3,0.137
d34_18,d34,n,38,0.806
d34_19,d34,o,40,-0.395
d34_2,d34,c,22,-0.123
d34_20,d34,o,40,-0.395
d34_3,d34,c,27,0.006
d34_4,d34,c,27,0.006
d34_5,d34,c,22,-0.123
d34_6,d34,c,22,-0.123
d34_7,d34,h,3,0.136
d34_8,d34,h,3,0.136
d34_9,d34,h,3,0.137
d35_1,d35,c,22,-0.122
d35_10,d35,c,22,-0.122
d35_11,d35,c,22,-0.122
d35_12,d35,c,22,0.208
d35_13,d35,c,22,-0.122
d35_14,d35,c,22,-0.122
d35_15,d35,c,29,0.008
d35_16,d35,h,3,0.138
d35_17,d35,h,3,0.138
d35_18,d35,h,3,0.138
d35_19,d35,c,10,0.008
d35_2,d35,c,22,-0.122
d35_20,d35,h,3,0.058
d35_21,d35,h,3,0.058
d35_22,d35,n,38,0.807
d35_23,d35,n,32,-0.773
d35_24,d35,o,40,-0.393
d35_25,d35,o,40,-0.393
d35_26,d35,h,1,0.337
d35_27,d35,h,1,0.337
d35_3,d35,c,22,-0.122
d35_4,d35,c,29,0.008
d35_5,d35,c,22,-0.122
d35_6,d35,c,22,-0.122
d35_7,d35,h,3,0.138
d35_8,d35,h,3,0.138
d35_9,d35,h,3,0.138
d36_1,d36,c,22,-0.123
d36_10,d36,h,3,0.137
d36_11,d36,c,22,-0.123
d36_12,d36,c,22,-0.173
d36_13,d36,c,22,-0.123
d36_14,d36,c,22,-0.123
d36_15,d36,h,3,0.137
d36_16,d36,h,3,0.137
d36_17,d36,c,10,0.007
d36_18,d36,h,3,0.057
d36_19,d36,h,3,0.057
d36_2,d36,c,22,-0.123
d36_20,d36,h,3,0.057
d36_21,d36,n,38,0.806
d36_22,d36,o,40,-0.393
d36_23,d36,o,40,-0.393
d36_3,d36,c,27,0.007
d36_4,d36,c,27,0.007
d36_5,d36,c,22,-0.123
d36_6,d36,c,22,-0.123
d36_7,d36,h,3,0.137
d36_8,d36,h,3,0.137
d36_9,d36,h,3,0.137
d37_1,d37,c,22,-0.126
d37_10,d37,h,3,0.135
d37_11,d37,c,10,-0.096
d37_12,d37,c,10,-0.096
d37_13,d37,h,3,0.054
d37_14,d37,h,3,0.054
d37_15,d37,c,22,0.004
d37_16,d37,h,3,0.054
d37_17,d37,h,3,0.054
d37_18,d37,c,22,-0.126
d37_19,d37,c,22,-0.126
d37_2,d37,c,22,-0.126
d37_20,d37,c,22,-0.126
d37_21,d37,c,22,-0.126
d37_22,d37,c,22,-0.126
d37_23,d37,h,3,0.134
d37_24,d37,h,3,0.135
d37_25,d37,h,3,0.134
d37_26,d37,h,3,0.135
d37_27,d37,h,3,0.135
d37_28,d37,n,38,0.805
d37_29,d37,o,40,-0.395
d37_3,d37,c,22,-0.126
d37_30,d37,o,40,-0.395
d37_4,d37,c,22,0.004
d37_5,d37,c,22,-0.126
d37_6,d37,c,22,-0.126
d37_7,d37,h,3,0.135
d37_8,d37,h,3,0.135
d37_9,d37,h,3,0.135
d38_1,d38,c,22,-0.125
d38_10,d38,h,3,0.136
d38_11,d38,h,3,0.136
d38_12,d38,c,29,0.005
d38_13,d38,c,22,-0.125
d38_14,d38,c,22,-0.125
d38_15,d38,c,22,-0.125
d38_16,d38,c,22,-0.125
d38_17,d38,c,22,-0.125
d38_18,d38,h,3,0.136
d38_19,d38,h,3,0.135
d38_2,d38,c,22,-0.125
d38_20,d38,h,3,0.135
d38_21,d38,h,3,0.136
d38_22,d38,n,38,0.806
d38_23,d38,o,40,-0.394
d38_24,d38,o,40,-0.394
d38_3,d38,c,22,-0.125
d38_4,d38,c,29,0.005
d38_5,d38,c,22,-0.125
d38_6,d38,c,22,-0.125
d38_7,d38,h,3,0.136
d38_8,d38,h,3,0.136
d38_9,d38,h,3,0.136
d39_1,d39,c,22,-0.111
d39_10,d39,c,22,0.268
d39_11,d39,c,22,-0.111
d39_12,d39,c,22,-0.111
d39_13,d39,h,3,0.149
d39_14,d39,h,3,0.149
d39_15,d39,h,3,0.149
d39_16,d39,n,38,0.818
d39_17,d39,o,40,-0.382
d39_18,d39,o,40,-0.382
d39_19,d39,o,50,-0.212
d39_2,d39,c,22,-0.111
d39_20,d39,c,10,0.109
d39_21,d39,h,3,0.069
d39_22,d39,h,3,0.069
d39_23,d39,h,3,0.069
d39_3,d39,c,27,-0.081
d39_4,d39,c,27,0.019
d39_5,d39,c,22,-0.111
d39_6,d39,c,22,0.198
d39_7,d39,h,3,0.149
d39_8,d39,h,3,0.149
d39_9,d39,n,35,-0.752
d3_1,d3,c,22,-0.097
d3_10,d3,n,35,-0.738
d3_11,d3,c,22,0.282
d3_12,d3,c,22,-0.097
d3_13,d3,c,22,-0.097
d3_14,d3,h,3,0.163
d3_15,d3,h,3,0.163
d3_16,d3,h,3,0.163
d3_17,d3,n,38,0.832
d3_18,d3,o,40,-0.368
d3_19,d3,o,40,-0.368
d3_2,d3,c,22,-0.097
d3_3,d3,c,27,-0.067
d3_4,d3,c,27,0.033
d3_5,d3,c,22,-0.097
d3_6,d3,c,22,-0.097
d3_7,d3,h,3,0.162
d3_8,d3,h,3,0.162
d3_9,d3,h,3,0.163
d40_1,d40,c,22,-0.123
d40_10,d40,h,3,0.136
d40_11,d40,c,22,-0.123
d40_12,d40,c,22,-0.123
d40_13,d40,c,22,-0.123
d40_14,d40,c,22,-0.123
d40_15,d40,h,3,0.137
d40_16,d40,h,3,0.137
d40_17,d40,h,3,0.137
d40_18,d40,n,38,0.806
d40_19,d40,o,40,-0.395
d40_2,d40,c,22,-0.123
d40_20,d40,o,40,-0.395
d40_3,d40,c,27,0.006
d40_4,d40,c,27,0.006
d40_5,d40,c,22,-0.123
d40_6,d40,c,22,-0.123
d40_7,d40,h,3,0.136
d40_8,d40,h,3,0.136
d40_9,d40,h,3,0.137
d41_1,d41,c,22,-0.107
d41_10,d41,c,22,-0.107
d41_11,d41,c,22,-0.107
d41_12,d41,c,22,-0.107
d41_13,d41,c,22,-0.107
d41_14,d41,c,22,-0.107
d41_15,d41,c,29,0.023
d41_16,d41,h,3,0.153
d41_17,d41,h,3,0.153
d41_18,d41,h,3,0.153
d41_19,d41,c,10,0.023
d41_2,d41,c,22,-0.107
d41_20,d41,h,3,0.073
d41_21,d41,h,3,0.073
d41_22,d41,b,94,-0.127
d41_23,d41,n,38,0.822
d41_24,d41,o,40,-0.378
d41_25,d41,o,40,-0.378
d41_3,d41,c,22,-0.107
d41_4,d41,c,29,0.023
d41_5,d41,c,22,-0.107
d41_6,d41,c,22,-0.107
d41_7,d41,h,3,0.152
d41_8,d41,h,3,0.152
d41_9,d41,h,3,0.153
d42_1,d42,c,22,-0.122
d42_10,d42,c,10,0.098
d42_11,d42,n,38,0.807
d42_12,d42,o,40,-0.393
d42_13,d42,o,40,-0.393
d42_14,d42,h,3,0.137
d42_15,d42,h,3,0.138
d42_16,d42,h,3,0.108
d42_17,d42,h,3,0.138
d42_18,d42,h,3,0.058
d42_19,d42,h,3,0.058
d42_2,d42,c,22,-0.122
d42_20,d42,h,3,0.058
d42_21,d42,h,1,0.307
d42_3,d42,c,26,0.307
d42_4,d42,c,26,0.108
d42_5,d42,c,22,-0.122
d42_6,d42,c,22,-0.122
d42_7,d42,n,34,-0.393
d42_8,d42,n,34,-0.533
d42_9,d42,c,21,-0.122
d43_1,d43,c,22,-0.122
d43_10,d43,c,22,-0.122
d43_11,d43,c,22,-0.122
d43_12,d43,c,22,-0.122
d43_13,d43,c,29,0.008
d43_14,d43,h,3,0.139
d43_15,d43,h,3,0.138
d43_16,d43,c,28,0.008
d43_17,d43,c,28,0.008
d43_18,d43,c,22,-0.122
d43_19,d43,c,22,-0.122
d43_2,d43,c,22,-0.122
d43_20,d43,c,22,-0.122
d43_21,d43,c,22,-0.122
d43_22,d43,h,3,0.139
d43_23,d43,h,3,0.138
d43_24,d43,h,3,0.138
d43_25,d43,n,38,0.809
d43_26,d43,o,40,-0.391
d43_27,d43,o,40,-0.391
d43_28,d43,h,3,0.138
d43_3,d43,c,27,0.008
d43_4,d43,c,27,-0.092
d43_5,d43,c,28,0.008
d43_6,d43,c,22,-0.122
d43_7,d43,h,3,0.139
d43_8,d43,h,3,0.138
d43_9,d43,h,3,0.138
d44_1,d44,c,22,-0.125
d44_10,d44,c,10,-0.095
d44_11,d44,c,22,-0.125
d44_12,d44,c,22,-0.125
d44_13,d44,c,22,-0.125
d44_14,d44,c,22,-0.125
d44_15,d44,n,38,0.804
d44_16,d44,o,40,-0.396
d44_17,d44,o,40,-0.396
d44_18,d44,h,3,0.134
d44_19,d44,h,3,0.134
d44_2,d44,c,22,-0.125
d44_20,d44,h,3,0.134
d44_21,d44,h,3,0.134
d44_22,d44,h,3,0.134
d44_23,d44,h,3,0.134
d44_24,d44,h,3,0.134
d44_25,d44,h,3,0.055
d44_26,d44,h,3,0.055
d44_27,d44,h,3,0.055
d44_28,d44,h,3,0.055
d44_3,d44,c,22,-0.125
d44_4,d44,c,29,0.005
d44_5,d44,c,22,0.005
d44_6,d44,c,22,-0.125
d44_7,d44,c,29,0.005
d44_8,d44,c,22,0.005
d44_9,d44,c,10,-0.095
d45_1,d45,c,22,-0.114
d45_10,d45,h,3,0.146
d45_11,d45,n,38,0.817
d45_12,d45,n,38,0.817
d45_13,d45,o,40,-0.383
d45_14,d45,o,40,-0.384
d45_15,d45,o,40,-0.384
d45_16,d45,o,40,-0.383
d45_2,d45,c,22,-0.114
d45_3,d45,c,22,-0.114
d45_4,d45,c,22,-0.114
d45_5,d45,c,22,-0.114
d45_6,d45,c,22,-0.114
d45_7,d45,h,3,0.146
d45_8,d45,h,3,0.146
d45_9,d45,h,3,0.146
d46_1,d46,c,10,-0.091
d46_10,d46,c,27,0.009
d46_11,d46,c,22,-0.121
d46_12,d46,c,22,-0.122
d46_13,d46,c,27,0.009
d46_14,d46,c,27,-0.091
d46_15,d46,c,27,0.009
d46_16,d46,c,22,-0.121
d46_17,d46,c,22,-0.121
d46_18,d46,c,22,-0.121
d46_19,d46,c,22,-0.121
d46_2,d46,c,10,-0.091
d46_20,d46,c,22,-0.121
d46_21,d46,n,38,0.808
d46_22,d46,o,40,-0.392
d46_23,d46,o,40,-0.392
d46_24,d46,h,3,0.138
d46_25,d46,h,3,0.138
d46_26,d46,h,3,0.138
d46_27,d46,h,3,0.138
d46_28,d46,h,3,0.138
d46_29,d46,h,3,0.138
d46_3,d46,c,22,0.009
d46_30,d46,h,3,0.138
d46_31,d46,h,3,0.059
d46_32,d46,h,3,0.059
d46_33,d46,h,3,0.059
d46_34,d46,h,3,0.059
d46_35,d46,h,3,0.059
d46_36,d46,h,3,0.059
d46_37,d46,h,3,0.059
d46_38,d46,h,3,0.059
d46_4,d46,c,22,0.009
d46_5,d46,c,10,-0.091
d46_6,d46,c,10,-0.091
d46_7,d46,c,22,-0.122
d46_8,d46,c,27,0.009
d46_9,d46,c,27,-0.091
d47_1,d47,c,22,-0.122
d47_10,d47,c,29,0.008
d47_11,d47,c,22,0.008
d47_12,d47,c,10,-0.092
d47_13,d47,c,10,-0.092
d47_14,d47,c,22,-0.123
d47_15,d47,c,22,-0.123
d47_16,d47,c,22,-0.122
d47_17,d47,n,38,0.807
d47_18,d47,n,38,0.807
d47_19,d47,o,40,-0.393
d47_2,d47,c,22,-0.122
d47_20,d47,o,40,-0.393
d47_21,d47,o,40,-0.393
d47_22,d47,o,40,-0.393
d47_23,d47,h,3,0.137
d47_24,d47,h,3,0.137
d47_25,d47,h,3,0.058
d47_26,d47,h,3,0.058
d47_27,d47,h,3,0.058
d47_28,d47,h,3,0.058
d47_29,d47,h,3,0.137
d47_3,d47,c,22,0.008
d47_30,d47,h,3,0.137
d47_31,d47,h,3,0.058
d47_32,d47,h,3,0.058
d47_33,d47,h,3,0.058
d47_34,d47,h,3,0.058
d47_4,d47,c,29,0.008
d47_5,d47,c,22,0.008
d47_6,d47,c,22,-0.122
d47_7,d47,c,10,-0.092
d47_8,d47,c,10,-0.092
d47_9,d47,c,22,0.008
d48_1,d48,c,22,-0.125
d48_10,d48,h,3,0.135
d48_11,d48,c,22,-0.125
d48_12,d48,c,27,0.005
d48_13,d48,c,27,0.005
d48_14,d48,c,22,-0.125
d48_15,d48,h,3,0.135
d48_16,d48,h,3,0.135
d48_17,d48,c,22,-0.125
d48_18,d48,c,22,-0.125
d48_19,d48,c,22,-0.125
d48_2,d48,c,22,-0.125
d48_20,d48,c,22,-0.125
d48_21,d48,h,3,0.135
d48_22,d48,h,3,0.135
d48_23,d48,h,3,0.135
d48_24,d48,n,38,0.805
d48_25,d48,o,40,-0.395
d48_26,d48,o,40,-0.395
d48_3,d48,c,27,0.005
d48_4,d48,c,27,0.005
d48_5,d48,c,22,-0.125
d48_6,d48,c,22,-0.125
d48_7,d48,h,3,0.135
d48_8,d48,h,3,0.135
d48_9,d48,h,3,0.135
d49_1,d49,c,22,-0.142
d49_10,d49,c,22,0.188
d49_11,d49,c,22,-0.142
d49_12,d49,c,22,-0.142
d49_13,d49,c,22,-0.142
d49_14,d49,c,22,-0.142
d49_15,d49,c,22,0.188
d49_16,d49,h,3,0.118
d49_17,d49,h,3,0.118
d49_18,d49,h,3,0.118
d49_19,d49,n,32,-0.412
d49_2,d49,c,22,-0.142
d49_20,d49,n,32,-0.412
d49_21,d49,h,1,0.288
d49_22,d49,h,1,0.288
d49_23,d49,n,38,0.787
d49_24,d49,n,38,0.787
d49_25,d49,o,40,-0.413
d49_26,d49,o,40,-0.413
d49_27,d49,o,40,-0.412
d49_28,d49,o,40,-0.412
d49_3,d49,c,22,0.188
d49_4,d49,c,22,0.188
d49_5,d49,c,22,-0.142
d49_6,d49,c,22,-0.142
d49_7,d49,h,3,0.118
d49_8,d49,h,3,0.118
